sample_id,stream_group,minor_stream_group,date,glacial_frac,glacial_frac_sd,snowpack_frac,snowpack_frac_sd,prcp_act_frac,prcp_act_frac_sd,lentic_frac,lentic_frac_sd
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.243,0.227,0.693,0.233,0.047,0.1,0.016,0.041
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.388,0.297,0.504,0.293,0.086,0.158,0.022,0.05
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.362,0.291,0.418,0.299,0.189,0.253,0.031,0.068
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.389,0.299,0.5,0.293,0.089,0.164,0.022,0.051
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.126,0.138,0.815,0.165,0.044,0.096,0.015,0.037
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.596,0.297,0.215,0.239,0.155,0.209,0.033,0.07
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.67,0.274,0.157,0.204,0.133,0.193,0.04,0.082
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.654,0.272,0.109,0.167,0.172,0.227,0.066,0.109
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.742,0.25,0.139,0.195,0.09,0.151,0.029,0.062
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.625,0.291,0.242,0.246,0.106,0.17,0.028,0.062
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.75,0.246,0.135,0.189,0.084,0.148,0.031,0.071
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.402,0.303,0.389,0.294,0.176,0.24,0.033,0.071
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.436,0.302,0.279,0.272,0.243,0.27,0.042,0.083
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.426,0.293,0.193,0.235,0.326,0.297,0.056,0.104
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.5,0.306,0.298,0.274,0.17,0.227,0.032,0.065
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.43,0.287,0.196,0.234,0.314,0.292,0.059,0.105
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.636,0.286,0.184,0.222,0.143,0.203,0.037,0.071
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.548,0.309,0.349,0.281,0.081,0.147,0.022,0.054
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.57,0.291,0.164,0.207,0.217,0.25,0.049,0.09
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.732,0.255,0.154,0.207,0.085,0.144,0.029,0.063
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.757,0.24,0.126,0.182,0.085,0.149,0.032,0.07
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.71,0.255,0.125,0.183,0.117,0.178,0.048,0.092
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.765,0.243,0.154,0.206,0.059,0.113,0.022,0.055
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.76,0.24,0.125,0.182,0.083,0.148,0.033,0.071
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.733,0.248,0.106,0.167,0.113,0.177,0.048,0.097
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.734,0.254,0.148,0.201,0.086,0.149,0.031,0.068
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.728,0.256,0.157,0.208,0.084,0.146,0.03,0.064
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.754,0.243,0.164,0.205,0.061,0.118,0.021,0.052
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.742,0.245,0.093,0.151,0.116,0.186,0.049,0.097
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.767,0.236,0.12,0.178,0.08,0.144,0.033,0.076
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.669,0.267,0.088,0.15,0.157,0.223,0.086,0.14
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.715,0.256,0.114,0.17,0.124,0.189,0.047,0.093
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.766,0.236,0.122,0.18,0.078,0.138,0.033,0.078
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.729,0.249,0.113,0.175,0.111,0.171,0.047,0.09
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.769,0.233,0.12,0.181,0.078,0.136,0.033,0.073
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.672,0.262,0.097,0.159,0.16,0.216,0.07,0.119
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.732,0.243,0.109,0.169,0.109,0.166,0.051,0.096
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.758,0.24,0.127,0.187,0.083,0.144,0.032,0.067
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.771,0.237,0.146,0.2,0.058,0.116,0.025,0.058
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.759,0.238,0.13,0.185,0.081,0.142,0.031,0.067
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.654,0.266,0.106,0.164,0.17,0.225,0.07,0.11
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.328,0.236,0.066,0.116,0.329,0.352,0.276,0.253
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.757,0.241,0.13,0.189,0.082,0.143,0.032,0.071
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.66,0.264,0.102,0.16,0.163,0.215,0.075,0.123
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.735,0.243,0.104,0.161,0.114,0.176,0.047,0.09
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.776,0.233,0.112,0.178,0.079,0.14,0.033,0.072
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.665,0.268,0.097,0.159,0.16,0.219,0.079,0.128
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.395,0.254,0.075,0.129,0.286,0.329,0.244,0.237
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.767,0.237,0.118,0.175,0.08,0.145,0.035,0.077
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.757,0.243,0.128,0.19,0.081,0.145,0.034,0.075
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.674,0.263,0.086,0.149,0.153,0.217,0.087,0.139
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.645,0.273,0.109,0.165,0.174,0.229,0.072,0.119
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.188,0.233,0.681,0.288,0.106,0.192,0.024,0.058
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.174,0.221,0.731,0.259,0.076,0.149,0.019,0.05
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.078,0.125,0.878,0.154,0.032,0.083,0.011,0.032
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.232,0.264,0.628,0.306,0.115,0.194,0.025,0.062
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.068,0.108,0.889,0.14,0.032,0.077,0.011,0.033
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.071,0.115,0.88,0.151,0.036,0.089,0.012,0.036
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.316,0.283,0.286,0.311,0.353,0.31,0.045,0.093
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.424,0.336,0.427,0.33,0.121,0.194,0.028,0.066
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.581,0.34,0.32,0.319,0.078,0.139,0.021,0.055
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.198,0.242,0.707,0.276,0.076,0.154,0.019,0.049
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.31,0.293,0.398,0.337,0.255,0.285,0.037,0.079
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.47,0.331,0.32,0.321,0.18,0.234,0.031,0.068
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.077,0.117,0.882,0.145,0.031,0.074,0.011,0.033
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.731,0.276,0.146,0.23,0.095,0.151,0.027,0.062
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.69,0.284,0.135,0.224,0.137,0.191,0.039,0.082
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.666,0.309,0.201,0.269,0.105,0.164,0.028,0.064
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.669,0.307,0.196,0.268,0.106,0.167,0.029,0.067
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.708,0.3,0.2,0.27,0.073,0.132,0.02,0.049
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.715,0.301,0.19,0.272,0.072,0.131,0.022,0.061
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.618,0.316,0.198,0.269,0.15,0.201,0.034,0.077
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.478,0.337,0.379,0.328,0.118,0.186,0.024,0.057
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.535,0.316,0.198,0.265,0.22,0.25,0.047,0.095
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.451,0.333,0.341,0.324,0.178,0.233,0.031,0.068
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.351,0.256,0.113,0.19,0.405,0.317,0.131,0.182
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.246,0.255,0.361,0.335,0.353,0.319,0.04,0.087
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.549,0.324,0.25,0.292,0.168,0.223,0.033,0.071
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.271,0.221,0.067,0.129,0.387,0.364,0.275,0.264
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.471,0.338,0.388,0.33,0.116,0.185,0.026,0.06
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.646,0.324,0.255,0.3,0.077,0.139,0.021,0.055
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.661,0.315,0.21,0.279,0.101,0.167,0.028,0.063
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.692,0.306,0.212,0.28,0.075,0.133,0.021,0.052
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.676,0.302,0.196,0.265,0.103,0.162,0.025,0.059
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.586,0.338,0.314,0.319,0.079,0.147,0.021,0.051
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.624,0.327,0.279,0.307,0.077,0.135,0.021,0.055
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.592,0.336,0.305,0.316,0.083,0.146,0.021,0.05
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.695,0.279,0.128,0.219,0.136,0.185,0.04,0.085
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.703,0.275,0.123,0.213,0.132,0.187,0.042,0.084
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.727,0.291,0.181,0.259,0.071,0.128,0.021,0.053
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.687,0.281,0.133,0.219,0.14,0.192,0.04,0.084
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.658,0.309,0.207,0.27,0.11,0.171,0.026,0.061
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.437,0.281,0.114,0.196,0.342,0.301,0.107,0.16
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.66,0.308,0.205,0.268,0.109,0.172,0.026,0.06
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.655,0.323,0.248,0.299,0.077,0.136,0.02,0.052
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.691,0.299,0.181,0.261,0.102,0.162,0.027,0.061
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.685,0.311,0.219,0.283,0.073,0.129,0.023,0.062
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.544,0.288,0.118,0.201,0.258,0.264,0.079,0.129
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.457,0.28,0.106,0.191,0.326,0.297,0.111,0.161
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.69,0.279,0.132,0.219,0.14,0.189,0.038,0.084
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.718,0.284,0.155,0.242,0.101,0.158,0.027,0.063
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.686,0.29,0.18,0.25,0.106,0.163,0.028,0.065
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.719,0.279,0.153,0.23,0.099,0.155,0.029,0.068
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.717,0.294,0.193,0.27,0.069,0.126,0.021,0.051
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.656,0.309,0.21,0.274,0.104,0.164,0.03,0.071
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.691,0.308,0.213,0.281,0.076,0.137,0.02,0.052
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.658,0.297,0.155,0.236,0.148,0.202,0.039,0.08
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.531,0.293,0.125,0.213,0.27,0.269,0.074,0.122
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.218,0.198,0.684,0.229,0.075,0.137,0.022,0.048
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.529,0.277,0.213,0.235,0.21,0.227,0.049,0.088
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.219,0.2,0.684,0.228,0.076,0.138,0.021,0.047
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.208,0.192,0.692,0.224,0.077,0.145,0.022,0.048
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.345,0.25,0.275,0.264,0.331,0.285,0.049,0.09
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.35,0.268,0.579,0.266,0.053,0.099,0.018,0.043
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.156,0.158,0.795,0.172,0.035,0.07,0.014,0.034
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.245,0.215,0.689,0.224,0.049,0.094,0.017,0.039
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.39,0.278,0.498,0.277,0.089,0.148,0.023,0.05
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.382,0.28,0.415,0.288,0.169,0.219,0.034,0.068
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.387,0.278,0.496,0.275,0.094,0.151,0.023,0.052
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.134,0.137,0.805,0.165,0.045,0.093,0.016,0.038
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.596,0.276,0.218,0.233,0.149,0.187,0.037,0.069
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.653,0.259,0.164,0.201,0.143,0.184,0.04,0.073
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.636,0.248,0.118,0.173,0.176,0.198,0.07,0.113
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.723,0.238,0.143,0.189,0.101,0.149,0.033,0.064
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.609,0.28,0.249,0.248,0.112,0.165,0.03,0.062
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.722,0.242,0.148,0.194,0.095,0.141,0.035,0.07
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.415,0.283,0.38,0.284,0.172,0.218,0.033,0.067
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.458,0.279,0.269,0.256,0.229,0.243,0.044,0.083
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.456,0.27,0.192,0.221,0.292,0.26,0.06,0.101
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.493,0.289,0.308,0.269,0.166,0.203,0.033,0.064
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.441,0.271,0.199,0.23,0.303,0.267,0.058,0.098
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.632,0.264,0.187,0.218,0.142,0.179,0.039,0.073
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.527,0.295,0.362,0.281,0.086,0.145,0.025,0.054
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.579,0.268,0.17,0.209,0.198,0.216,0.053,0.085
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.709,0.241,0.159,0.195,0.099,0.143,0.033,0.064
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.736,0.229,0.134,0.185,0.093,0.137,0.037,0.073
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.7,0.237,0.123,0.172,0.128,0.167,0.049,0.089
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.745,0.24,0.158,0.205,0.071,0.117,0.026,0.055
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.741,0.229,0.13,0.18,0.096,0.143,0.033,0.066
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.71,0.237,0.116,0.175,0.124,0.169,0.05,0.087
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.726,0.237,0.143,0.186,0.099,0.144,0.031,0.064
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.708,0.244,0.16,0.2,0.099,0.143,0.033,0.062
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.726,0.244,0.179,0.215,0.069,0.11,0.026,0.057
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.726,0.229,0.106,0.16,0.11,0.151,0.058,0.101
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.737,0.239,0.134,0.187,0.092,0.141,0.037,0.072
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.67,0.241,0.086,0.142,0.15,0.193,0.093,0.139
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.7,0.24,0.121,0.172,0.128,0.173,0.051,0.092
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.744,0.226,0.127,0.178,0.095,0.139,0.035,0.066
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.709,0.237,0.116,0.172,0.123,0.165,0.052,0.092
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.747,0.226,0.127,0.179,0.087,0.129,0.039,0.076
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.656,0.246,0.108,0.163,0.161,0.195,0.075,0.113
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.712,0.233,0.111,0.167,0.124,0.163,0.052,0.091
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.747,0.225,0.129,0.177,0.088,0.131,0.036,0.072
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.743,0.241,0.159,0.207,0.07,0.111,0.028,0.062
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.722,0.246,0.149,0.199,0.094,0.144,0.035,0.07
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.65,0.247,0.108,0.16,0.173,0.201,0.069,0.107
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.359,0.221,0.068,0.115,0.289,0.316,0.284,0.24
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.737,0.234,0.135,0.185,0.093,0.137,0.035,0.07
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.651,0.25,0.104,0.161,0.166,0.202,0.079,0.121
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.71,0.238,0.112,0.17,0.125,0.171,0.053,0.092
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.755,0.222,0.12,0.174,0.086,0.132,0.038,0.072
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.665,0.238,0.096,0.15,0.158,0.191,0.081,0.118
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.418,0.236,0.072,0.122,0.265,0.295,0.244,0.226
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.741,0.235,0.127,0.183,0.093,0.14,0.039,0.077
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.735,0.229,0.133,0.179,0.096,0.144,0.036,0.067
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.671,0.243,0.086,0.145,0.157,0.201,0.086,0.13
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.646,0.248,0.112,0.166,0.171,0.204,0.071,0.11
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.271,0.225,0.566,0.244,0.138,0.201,0.025,0.057
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.279,0.218,0.608,0.226,0.093,0.151,0.021,0.049
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.162,0.147,0.776,0.16,0.049,0.09,0.014,0.034
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.314,0.243,0.524,0.25,0.135,0.196,0.027,0.059
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.151,0.139,0.785,0.158,0.05,0.093,0.014,0.034
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.159,0.145,0.766,0.169,0.059,0.109,0.016,0.039
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.32,0.249,0.278,0.245,0.356,0.296,0.046,0.091
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.475,0.282,0.369,0.249,0.131,0.188,0.025,0.056
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.594,0.28,0.3,0.247,0.084,0.144,0.021,0.053
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.293,0.234,0.589,0.24,0.099,0.16,0.02,0.046
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.339,0.259,0.357,0.259,0.266,0.272,0.037,0.076
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.492,0.286,0.293,0.24,0.182,0.229,0.033,0.07
